	@genefutures	abeilles	agriculteur	alimentation	aliments	alternatives	animal	cancers	cancérogène	centre international	chercheuse	citoyens	commission	consommateurs	coopérative agricole	culture	désherbant	développement	eau	effet	europe	glyphosate	greenpeace	génération	herbicide	insectes	jardinerie	lasso	loi	maladie	monde	monsanto	nature	néonicotinoïdes	ogm	paris	paysan	pesticides	plantes	politique	population	pratiques	problème	production	produits chimiques	recherche	roundup	roundup de monsanto	régions	santé	scientifiques	substances	syngenta	systèmes	terre de diatomée	traitements	travail	triskalia	vignerons	écologique	études
insectes	0.0	0.24932399350841067	0.02395820002423697	0.04627244483735195	0.047092831386286275	0.015894746134006477	0.07207054251110513	0.019519454999873287	0.001867666298901364	0.0012874054445482736	0.07461893536827174	0.010409172915441404	0.021532220700151268	0.020070432600745675	0.0	0.10940197783898993	0.0010174943493719572	0.09937393103674237	0.04301654861560911	0.15627370195329268	0.043029566743560135	0.0	0.010672467751424709	0.008760587544894657	0.007050909269316446	1.0	0.0023036324954755537	0.0	0.027377976130519375	0.07879948279651099	0.15461939744555822	0.04602640309792697	0.09406632059702753	0.1320933326384957	0.023478775097542183	0.02157433370588863	0.008171171953966435	0.15774351351890004	0.18571312030631837	0.022139571476688987	0.06678928675679746	0.02992555168339392	0.061835445724590016	0.058676186733452436	0.07147067073848659	0.06715191512452875	0.003203872555677664	0.0008285097978507611	0.06072775777308945	0.057861096911312124	0.07755614530205256	0.08386996055636221	0.04651039110986748	0.06568639254440928	0.07550200884773771	0.10212376713210972	0.04543693637704961	0.0	0.06858079319166639	0.041606906077490374	0.09786345667891028
jardinerie	0.0	0.0010371405532879564	0.006814521691095425	0.008254192532255141	0.0013797980362189304	0.027543340875901448	0.0	0.017100137240282528	0.049295179243955496	0.06940549955315489	0.0	0.005114834501389074	0.001511493018476873	0.031824116774180476	0.0	0.00941740420151906	0.27512851714446873	0.01896849318013595	0.02593698188627517	0.09422578768657741	0.01050621894818533	0.09655562739416107	0.0007192061744119735	0.053765530954823997	0.01336368448188402	0.0023036324954755537	1.0	0.0	0.03482856244243898	0.003921043186445903	0.006413601481640082	0.11894521615252374	0.0072634702996861285	0.0012608538597596308	0.007004573370772482	0.014966321671645251	0.0	0.12017676256781486	0.01451965786602824	0.014113154207851123	0.0	0.0010289035131058487	0.001796131240589504	0.0007722901166944747	0.00866246758112764	0.04121877828491174	0.2779783840852775	0.2763703214163297	0.001912326436052967	0.021240763867496504	0.004307493618157547	0.029821619002982126	0.0	0.0	0.0	0.00557570361558771	0.009831938275945012	0.0	0.0	0.012149994353039886	0.013787275735238157
lasso	0.0	0.0	0.23363501711181126	0.0	0.0	0.0	0.0	0.0027048491329528888	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006224471635294836	0.006609196220917159	0.0	0.0	0.008548086765791642	0.001620296573820902	0.0013537328615596189	0.0	0.08129275344796114	0.16487859075779304	0.0	0.0	1.0	0.0058068670513954064	0.041466071240075696	0.043369212946445766	0.2550449360514456	0.0	0.0	0.003177245974842947	0.0032973504069846765	0.0038600976520555596	0.059005124350396766	0.00072234181424888	0.001554691118902688	0.006832029299302455	0.0	0.03324048710135664	0.01071941421192963	0.0026718968282990253	0.0	0.0017837955758972467	0.0	0.0	0.01930385782452281	0.0033215646778718528	0.0	0.0	0.007062123215968976	0.0	0.007370567995040159	0.0010830766031528051	0.0	0.0	0.0	0.0008859623899229147
loi	0.0	0.047543536624214365	0.07895428236449892	0.07140509183796805	0.01807179729773814	0.01948477878948844	0.043146990997935716	0.02552338637735177	0.011447513656357726	0.018938190082121064	0.01581856659493174	0.12919721101744572	0.1704712567075521	0.062232629478084375	0.0	0.04698808302674045	0.03617194715459242	0.11461769833904016	0.04773668886803394	0.07360325878080402	0.11237691382428788	0.020757812512198725	0.004186554153605328	0.03605329315439513	0.01566624900908329	0.027377976130519375	0.03482856244243898	0.0058068670513954064	1.0	0.02486261126666723	0.08507858998475835	0.031868014047813815	0.12924599042976795	0.12110219155404241	0.0653585757902631	0.025928602151866556	0.026407758904142483	0.12209923060238	0.03237662786277277	0.15403828155829274	0.060600027608819045	0.07187191261211223	0.10912841846779385	0.03821225865736262	0.04727333098610329	0.03956418882090651	0.03646972030794457	0.014218951343998231	0.01182753586251662	0.11398441500031885	0.04283517679824099	0.047531670018050344	0.01200323380671867	0.06497333431925721	0.0	0.029558686766698313	0.08073865563364846	0.0	0.005301752486377915	0.10132866275501853	0.09321491365977481
maladie	0.008829489036753563	0.11466429638653378	0.10032227564774236	0.07505454025526269	0.11948918466509308	0.02352098714061887	0.03606807763806603	0.2069400579599549	0.004541399122748807	0.007513061998194586	0.06752941630492057	0.016135662507678814	0.02552429950939898	0.05511875892292084	0.01795830410460428	0.055922616589876024	0.004082313374070325	0.08177556598356389	0.028076471491772087	0.12239794067197306	0.03730296726493499	0.03382657221459596	0.01899618199539918	0.04656043339851805	0.07940242039328894	0.07879948279651099	0.003921043186445903	0.041466071240075696	0.02486261126666723	1.0	0.09185655504183125	0.03471510456544194	0.036882832793603416	0.0021837746645496634	0.028545380053684295	0.03301890280024498	0.021946149439866565	0.1553517463424741	0.07767415595152699	0.016150309700627072	0.07404095946048452	0.05390674387482547	0.12715659893131065	0.08426827374187829	0.08814396125460927	0.0949336864247373	0.028546636912012636	0.009670062378132232	0.040573379988633335	0.19790293287562585	0.07149642192844584	0.053802574219244705	0.003571396185867818	0.1487070530052461	0.0	0.13209412234044962	0.07358843269050003	0.02906050839881545	0.0536337459594158	0.045729267710208264	0.09029359074054152
monde	0.0	0.12287693958330458	0.13673706074251762	0.14654945942590247	0.08287703266343549	0.03501333465662103	0.0907247797141015	0.16386989563228624	0.08719693072205659	0.13068902128962756	0.08687226145881964	0.265561161293521	0.10980932907970854	0.14791393830792865	0.0014378966417656423	0.1998383087465325	0.09479090845859207	0.12454844084150998	0.058766524056447556	0.16645986200308424	0.13983310029972623	0.15783550879212063	0.024410772673738368	0.05588389598828576	0.11155474366287416	0.15461939744555822	0.006413601481640082	0.043369212946445766	0.08507858998475835	0.09185655504183125	1.0	0.33870347937769174	0.12414708071376801	0.04087161422305099	0.2130740542358418	0.10164955817359915	0.13625876693217734	0.25058678247755967	0.08020088168063072	0.18914691682880666	0.1307617508270787	0.07729991009033081	0.15514735843385835	0.1328296815456282	0.11727571458727125	0.14983503852114888	0.12938875855338303	0.06760332345084541	0.06636537208000351	0.20959870832326385	0.18699595341004663	0.09152436824931495	0.15727622183525325	0.15513196562380507	0.0	0.058930684094077035	0.12132419608530903	0.0007527995030368566	0.014687501576816015	0.17643146294402878	0.12772440459028703
monsanto	0.003772442050170843	0.03831009850731561	0.1360566526707149	0.21055906909001648	0.04352211487186612	0.01896657879565331	0.02925337728604663	0.1095062337301532	0.12631579675579174	0.142042155198635	0.07746397583924554	0.34267434766389776	0.0546667168895598	0.17036777547988632	0.0	0.11038164963893086	0.14619468409405156	0.018613794395682635	0.02215696436167741	0.06562524145427716	0.07016551774254329	0.21126730220536472	0.01969179054262052	0.06533541514504397	0.18912882897555677	0.04602640309792697	0.11894521615252374	0.2550449360514456	0.031868014047813815	0.03471510456544194	0.33870347937769174	1.0	0.032005370295577006	0.011312968448969953	0.29865327675385517	0.13171382254153408	0.07281334189650897	0.170694808059722	0.03032723514080594	0.07832770946532418	0.06408826165121255	0.05044180386067752	0.06114007607858738	0.07457977436294029	0.07275578990951447	0.10480930963708245	0.2951456132371477	0.2778488283362233	0.013089824923520598	0.14307686471619196	0.08619621071507134	0.03848749384273114	0.21305327875177865	0.08880894364003021	0.0	0.004568077033960514	0.019877997132668506	0.002191101754586781	0.0017330882751451664	0.17670697999007923	0.0898036551586251
nature	0.0	0.09087712183983439	0.06796052362440197	0.05336640041376586	0.029579837696223105	0.025383905754347375	0.0569306273714143	0.010966348487157355	0.006424196434475571	0.005535347422245961	0.029912219247812104	0.05519836769994078	0.044361371444279644	0.05329993187272353	0.0	0.1109013087987195	0.011812050989103694	0.18311555073768254	0.04828288149578561	0.14994351888152543	0.04290099926023777	0.022849992132336627	0.007709099937381055	0.03443853834545393	0.026147716812365555	0.09406632059702753	0.0072634702996861285	0.0	0.12924599042976795	0.036882832793603416	0.12414708071376801	0.032005370295577006	1.0	0.059530216060266004	0.03112615362205723	0.27464627050007334	0.02331546426233095	0.12260114402833101	0.12144772258691879	0.0674059634680824	0.06738277487126033	0.10345985134190634	0.04263065382130799	0.05991768683668109	0.030066405388484985	0.059088390752980544	0.020269543123559088	0.005699636698924051	0.04734070718040858	0.08034542908417841	0.09783981604093007	0.035517220910101455	0.006841310314973294	0.05453746951622301	0.0	0.044722420334034084	0.09642604664224547	0.0030226888200816835	0.009032084350867895	0.09731815459981655	0.05981751411711056
néonicotinoïdes	0.0	0.39389014820784013	0.0418938356380679	0.04201208054285709	0.022861708874351506	0.007084055706321008	0.009632304225336315	0.003418764786530103	0.006133411296301343	0.010569590377516964	0.03408567842018688	0.1014828502874882	0.20366459207176119	0.015993170655975945	0.0	0.06392224763325113	0.0016707244061832092	0.034965399918211834	0.018587662424243513	0.07866853086828826	0.09113405613860483	0.01026621599205311	0.008411605559880431	0.056512002731001175	0.002532596479071093	0.1320933326384957	0.0012608538597596308	0.0	0.12110219155404241	0.0021837746645496634	0.04087161422305099	0.011312968448969953	0.059530216060266004	1.0	0.02128398200860833	0.007640692325008186	0.008233192094830902	0.20014064733533085	0.04907354134708413	0.05059965158570652	0.03756342227531821	0.021560426923441338	0.025821075836849044	0.05682921732860722	0.009709205848420666	0.09573252771616189	0.005448638686890904	0.006802060084587108	0.01910425649424669	0.07264218600078172	0.24104984952697509	0.14947891069834132	0.037180132587013165	0.056160009368103975	0.0	0.02717151979603832	0.04483288161981293	0.0	0.0005072503322289468	0.03552561271324813	0.22228081090202828
ogm	0.0	0.01629634979015999	0.0793045119689072	0.29269281944170783	0.08657530096082282	0.036065179070179455	0.11174460353648791	0.05655907177690181	0.0638046338415868	0.1195094562818262	0.07164983431431318	0.3046389668275072	0.1932875834670565	0.20715546294213805	0.0	0.20417771409395338	0.02729875471681309	0.04570529393884351	0.019923545931494226	0.0889299761227764	0.11745346270422172	0.08540993293238844	0.015347599978152476	0.05775298967405073	0.1075913523138159	0.023478775097542183	0.007004573370772482	0.003177245974842947	0.0653585757902631	0.028545380053684295	0.2130740542358418	0.29865327675385517	0.03112615362205723	0.02128398200860833	1.0	0.14050723608566273	0.10861729858662061	0.16503917054167522	0.09443014584826169	0.10402873625878967	0.045715021167104644	0.0504670166468658	0.05205850839506942	0.05706643245727969	0.10567023118060588	0.20837631141388704	0.16135535671426843	0.0711309251506774	0.04385375505209748	0.16695614496043235	0.11661537943258451	0.0468127908957416	0.12576969252663364	0.06538837054879401	0.0	0.013445896719786061	0.04920917112273754	0.00062871449407646	0.0009945843143220235	0.12204748706119681	0.16851521197566074
paris	0.003744609302417619	0.03713866146904237	0.0516916424208005	0.09902923659621217	0.019763513055325213	0.0400417450368822	0.023722640007950175	0.029710870390853288	0.019067590068854327	0.02748191655594446	0.061965250253238485	0.14048638824844628	0.025396932187419816	0.04547364299514498	0.07477687853416345	0.055215971559408335	0.01983148062248331	0.10949576288901505	0.041185265676547365	0.1000017117740377	0.10128841387673009	0.015474269553642065	0.054677389057072194	0.03833124919431511	0.019632256523326334	0.02157433370588863	0.014966321671645251	0.0032973504069846765	0.025928602151866556	0.03301890280024498	0.10164955817359915	0.13171382254153408	0.27464627050007334	0.007640692325008186	0.14050723608566273	1.0	0.04584765729409657	0.08903231652308374	0.03818841900563598	0.08608015173502678	0.028797775084965976	0.039111008560426735	0.029190084835571097	0.025101967511667996	0.03817744707492233	0.09807731539881348	0.07264021849180378	0.012303295938887049	0.020016627360422118	0.08107540074300557	0.12418762307306676	0.030119511693295783	0.04714312102055422	0.055499002750503734	0.0	0.013164312079833346	0.04642668001661924	0.0	0.014909281411392871	0.04376499911001381	0.05601647297094573
paysan	0.0	0.005183794573407726	0.16683518497835728	0.0829551627071156	0.02636224220153714	0.031085877402914828	0.024925879819429224	0.010604122127702138	0.014204774743178484	0.029374579956345154	0.008686589540933857	0.08128887433786605	0.006579886201608538	0.07600343059535193	0.0036474494370583367	0.12136172333686668	0.000829144641465945	0.1029187328173537	0.028411945602372462	0.04658170666026445	0.03506430744509397	0.0029720264667370154	0.006261748781206713	0.025496084795480465	0.01615979881593557	0.008171171953966435	0.0	0.0038600976520555596	0.026407758904142483	0.021946149439866565	0.13625876693217734	0.07281334189650897	0.02331546426233095	0.008233192094830902	0.10861729858662061	0.04584765729409657	1.0	0.07172015587472672	0.04440383581303114	0.07362795295374437	0.17270560130810841	0.050762680819788054	0.0538641094415534	0.13634620959620003	0.02639683752986557	0.03520830172269435	0.016410739855672176	0.02565544414977087	0.07076087450870595	0.06366215070589985	0.013542776990002763	0.002404084313259352	0.060840744838874146	0.09671792994034284	0.0	0.02234597771648504	0.08458243476749507	0.011457561178519421	0.02013899567363265	0.060576928603990436	0.03278830410828493
pesticides	0.031697057582814894	0.23303978722783375	0.20398225230469616	0.20494916154089837	0.1734728845377846	0.24270503077633412	0.09286601486067637	0.18805560573414454	0.04620672154368717	0.08384141025302416	0.10729310647627469	0.15297367057649505	0.12167857073070305	0.1974644923908017	0.0814341072296624	0.1751671523289787	0.06699989502033124	0.1355157236579407	0.18722965290415147	0.21672290756377727	0.16206373353171918	0.09559988757048854	0.2535672426212565	0.1919869806831246	0.092748223752703	0.15774351351890004	0.12017676256781486	0.059005124350396766	0.12209923060238	0.1553517463424741	0.25058678247755967	0.170694808059722	0.12260114402833101	0.20014064733533085	0.16503917054167522	0.08903231652308374	0.07172015587472672	1.0	0.10920748482979153	0.11554390529511852	0.14264928501356833	0.14318311930461033	0.1405148974161092	0.14727722965895534	0.18517991814780685	0.15185475165818152	0.10702185559339063	0.060293846598388726	0.08952837171520911	0.3271747370733026	0.16413090419462478	0.19387243150688424	0.07768505005357758	0.129527585114454	0.0	0.09999571467994887	0.1113467989462671	0.07024951397799549	0.06310142303900723	0.15850569898284592	0.28093099675732924
plantes	0.0	0.12979838854509448	0.04744672248538012	0.08002456295136355	0.04695886151257682	0.03628771273886446	0.07360792578298907	0.024764739859827883	0.018986756449986687	0.019631708546438666	0.07734078829987089	0.028835947554873717	0.041590478874790546	0.043927895219984595	0.0	0.17048077007247547	0.061442651413711004	0.09047358683575901	0.05054355611349668	0.11764619732912555	0.0555358580225263	0.05672797859432383	0.007030583238088196	0.03206175063594433	0.1300987886776562	0.18571312030631837	0.01451965786602824	0.00072234181424888	0.03237662786277277	0.07767415595152699	0.08020088168063072	0.03032723514080594	0.12144772258691879	0.04907354134708413	0.09443014584826169	0.03818841900563598	0.04440383581303114	0.10920748482979153	1.0	0.03759304105464476	0.07538304820663586	0.059975614889331876	0.06307888152185515	0.11296294996459438	0.057080424382143564	0.07112453805344396	0.04438917406609749	0.007580391840729893	0.08550729531045456	0.09022391260320577	0.06913997401769031	0.06555356131961103	0.03135583952055827	0.1215801943611531	0.011659076689761065	0.11852709629941986	0.08212735065368845	0.0	0.006783514814899036	0.10083775563249299	0.06322880679320725
politique	0.0	0.0573814488595235	0.11682441210849036	0.09505156491208593	0.01881607850279425	0.04709954943847709	0.06381039651769223	0.04578416862064883	0.014711421624805971	0.0219716566429719	0.010311682985211937	0.21124332791466746	0.16901824649220207	0.1270942124202114	0.0	0.09225531335262682	0.011354160827858336	0.1317450792119661	0.09095100401620225	0.0896219731879895	0.15309591363578184	0.017784178063622726	0.06052749601559571	0.03696764813138209	0.02776965541440254	0.022139571476688987	0.014113154207851123	0.001554691118902688	0.15403828155829274	0.016150309700627072	0.18914691682880666	0.07832770946532418	0.0674059634680824	0.05059965158570652	0.10402873625878967	0.08608015173502678	0.07362795295374437	0.11554390529511852	0.03759304105464476	1.0	0.109775220674447	0.07215936531327358	0.14136275016858382	0.11374120536273641	0.047926478135287866	0.06082229581099883	0.030944860634771573	0.011964496958939808	0.10580249826816068	0.09310397063016351	0.07776134033104708	0.035964235165364095	0.022495649689540525	0.14273246317802457	0.0	0.02296565885882778	0.12532050469476425	0.006152855951383402	0.01460011040428939	0.12235382497578004	0.054613825121044915
population	0.0	0.11104534231952902	0.0940598887084194	0.04019973614612879	0.02362472024480672	0.012575825460826598	0.09669389348379112	0.06035902134976874	0.004309917785941772	0.0163398375531134	0.1158751065157476	0.08457293331633793	0.06418136927643472	0.07696547744532767	0.005164528707388903	0.14373711133733827	0.005870048889398856	0.16944836969514618	0.07366662572965897	0.1912260515137197	0.08922350414718441	0.034567175368844426	0.03447962949930511	0.03898869203109631	0.05135541289819184	0.06678928675679746	0.0	0.006832029299302455	0.060600027608819045	0.07404095946048452	0.1307617508270787	0.06408826165121255	0.06738277487126033	0.03756342227531821	0.045715021167104644	0.028797775084965976	0.17270560130810841	0.14264928501356833	0.07538304820663586	0.109775220674447	1.0	0.12824994317340838	0.14515473836688145	0.14175109236330113	0.08661749533726978	0.06727077379367347	0.02218023742206285	0.007647638372410552	0.14603200210203612	0.14079671875004715	0.11849542368946547	0.08072371832900395	0.022595714853619265	0.10819755888981329	0.0	0.04691494750081658	0.1053334638110454	0.008111545429790942	0.008554615198038722	0.09025327701702224	0.1333761143679456
pratiques	0.0	0.034095117417363416	0.15759337985508934	0.12181554160261192	0.04279906422515195	0.038944688474280065	0.05109206373938888	0.0285958483524358	0.01418109144596405	0.024150497731793105	0.03382927028195646	0.04300504532337308	0.017431240373605456	0.16452195441821088	0.005997547504503444	0.12679603275472098	0.019768909668547035	0.1397136195991812	0.060672887728243786	0.10524909726714413	0.02841054129514642	0.019547763692398183	0.05605748725715506	0.04360047799801436	0.033067082525710265	0.02992555168339392	0.0010289035131058487	0.0	0.07187191261211223	0.05390674387482547	0.07729991009033081	0.05044180386067752	0.10345985134190634	0.021560426923441338	0.0504670166468658	0.039111008560426735	0.050762680819788054	0.14318311930461033	0.059975614889331876	0.07215936531327358	0.12824994317340838	1.0	0.07071269830418155	0.1259181928308161	0.04271569292604584	0.06347355074112829	0.00950586405580807	0.011101466618380287	0.10266441708094037	0.11584238018892667	0.049676019503906495	0.02823618868554016	0.02214026792543122	0.11775838684647362	0.0	0.06081728341663569	0.12344045828984497	0.0031399689307891215	0.025663975232741186	0.13305766528445492	0.03975031880734276
problème	0.0	0.03887934509072339	0.12954766480751237	0.0719445820175319	0.10584378587183599	0.022307503591601507	0.07595863856836486	0.11262227032794891	0.010921578614562414	0.004517027408928647	0.04921242891567195	0.11869624179228905	0.11909391497087321	0.10839109369107346	0.0	0.0901255751712495	0.06604517858310183	0.13168017582065777	0.06407866526745123	0.17122549533159778	0.09481506879434118	0.06154515130913043	0.012481908103940462	0.0497657141379148	0.05463200487845587	0.061835445724590016	0.001796131240589504	0.03324048710135664	0.10912841846779385	0.12715659893131065	0.15514735843385835	0.06114007607858738	0.04263065382130799	0.025821075836849044	0.05205850839506942	0.029190084835571097	0.0538641094415534	0.1405148974161092	0.06307888152185515	0.14136275016858382	0.14515473836688145	0.07071269830418155	1.0	0.1147312738044982	0.09982453028099013	0.05174921282883445	0.0468383270722076	0.007751821528704624	0.06571352931021278	0.17194234686501747	0.05332670316426718	0.10104698344685845	0.03363956621097513	0.11020133957776294	0.002235514756050338	0.15538014594743782	0.13065723603893412	0.023295803670353405	0.021677885064875942	0.10121500178857078	0.07816473428462103
production	0.0	0.09142817658509153	0.12924151746529394	0.08541156009856464	0.07207481668555751	0.030601935105594304	0.05352067731569155	0.06700927592528168	0.006887462515976634	0.0	0.05755540507426979	0.03838629433940872	0.04105608304379871	0.14130037325025302	0.009003461652399116	0.18994343473215497	0.015861791608706755	0.22106058180315682	0.052371900366782145	0.15055397376039842	0.08718087396824631	0.028034877188921437	0.07213111737575151	0.023286030282354448	0.0655957035674983	0.058676186733452436	0.0007722901166944747	0.01071941421192963	0.03821225865736262	0.08426827374187829	0.1328296815456282	0.07457977436294029	0.05991768683668109	0.05682921732860722	0.05706643245727969	0.025101967511667996	0.13634620959620003	0.14727722965895534	0.11296294996459438	0.11374120536273641	0.14175109236330113	0.1259181928308161	0.1147312738044982	1.0	0.0842925510547386	0.09423879696709159	0.0177225600843496	0.005832895882545893	0.14783993677419574	0.1471822478815852	0.08871635880444215	0.04535505267423463	0.009232433622557214	0.25878808711906065	0.0	0.11031881698571196	0.14631757868083695	0.004713691694289486	0.02609860839938046	0.09485093495092616	0.08196436741538432
produits chimiques	0.0	0.06018812654924894	0.060723842519041255	0.0761508730343998	0.1473660103906505	0.030738769816765283	0.1139189747571165	0.11655921445543288	0.02809232600837724	0.03340356799471376	0.05949424285719088	0.019081796906814143	0.031881431663520324	0.09988925091910247	0.010098820766430665	0.06441104260732806	0.026974260616969205	0.06240286891559602	0.06027589188291392	0.12479703420882772	0.07949613363965484	0.08463860821646814	0.030821551560977167	0.07129782029575223	0.09644429757741357	0.07147067073848659	0.00866246758112764	0.0026718968282990253	0.04727333098610329	0.08814396125460927	0.11727571458727125	0.07275578990951447	0.030066405388484985	0.009709205848420666	0.10567023118060588	0.03817744707492233	0.02639683752986557	0.18517991814780685	0.057080424382143564	0.047926478135287866	0.08661749533726978	0.04271569292604584	0.09982453028099013	0.0842925510547386	1.0	0.08632482533073726	0.06660649543849224	0.01588898850879466	0.025610210060077934	0.17981937250853633	0.09950957100791127	0.18209659170800768	0.05384937695715196	0.0684797061899652	0.0021563094793744307	0.04960274432018852	0.04185257955586962	0.013217895906781003	0.04112266174891074	0.04067871229301642	0.15425267649196084
recherche	0.0	0.0911680600882403	0.055080829928801846	0.10880450693582602	0.10710204428654992	0.031638850942558215	0.09714729178933991	0.23482202635988275	0.14078245480239732	0.40728688572761557	0.22298824387415	0.07331148431057721	0.08863372550781012	0.1038254574128363	0.010224128505670393	0.10260356356737046	0.06972500793024901	0.1157316362680886	0.03982061820835694	0.11836087314772956	0.07407242070369952	0.17078257323970691	0.01316418335210327	0.08075863273166742	0.09260795252823921	0.06715191512452875	0.04121877828491174	0.0	0.03956418882090651	0.0949336864247373	0.14983503852114888	0.10480930963708245	0.059088390752980544	0.09573252771616189	0.20837631141388704	0.09807731539881348	0.03520830172269435	0.15185475165818152	0.07112453805344396	0.06082229581099883	0.06727077379367347	0.06347355074112829	0.05174921282883445	0.09423879696709159	0.08632482533073726	1.0	0.15394578669278633	0.07664573326866318	0.07065376057177887	0.18487906902133316	0.28957903015335734	0.1251503378135515	0.01957040199128625	0.10658103795457248	0.0	0.07127747764874055	0.16234624123788427	0.0	0.004939498761629682	0.049420152100708103	0.17953325139625895
roundup	0.0040515060170535685	0.007521327102669709	0.031088542194579127	0.05958594537124645	0.07525266201615201	0.0437794801271687	0.05680373966167305	0.12832218084638078	0.25256502413246784	0.25080193734182876	0.08169194291693088	0.03963329584922606	0.04684839750655829	0.0687621775076257	0.002247371182667312	0.07878634998320255	0.3328359631518753	0.02998610674121197	0.03296581211796216	0.13545341627207044	0.053542397356929554	0.46094176902768647	0.01736175731308014	0.04869907545254195	0.2520186538809801	0.003203872555677664	0.2779783840852775	0.0017837955758972467	0.03646972030794457	0.028546636912012636	0.12938875855338303	0.2951456132371477	0.020269543123559088	0.005448638686890904	0.16135535671426843	0.07264021849180378	0.016410739855672176	0.10702185559339063	0.04438917406609749	0.030944860634771573	0.02218023742206285	0.00950586405580807	0.0468383270722076	0.0177225600843496	0.06660649543849224	0.15394578669278633	1.0	0.44635580832539223	0.011113526651712766	0.15407536845059988	0.159612711323487	0.09585954962692252	0.012290801661422476	0.06641620865268474	0.0	0.005459900538665744	0.03830164729195001	0.0	0.0027919385433041875	0.035931693733042024	0.12104361583491474
roundup de monsanto	0.0	0.006341193268108834	0.014139620126276942	0.05145660585865677	0.06773804004025177	0.015684599167289634	0.006854978952809593	0.07048991138069342	0.23198834170985383	0.19189491465237202	0.01835710468143491	0.04887997135717936	0.06197199104118199	0.06974698598833046	0.0	0.10451325522913515	0.22472042933704406	0.012457724998597233	0.026338813508404314	0.053075601450601174	0.02380517887745006	0.2514520251284124	0.0023279860264641163	0.014787093619283737	0.05286927452799094	0.0008285097978507611	0.2763703214163297	0.0	0.014218951343998231	0.009670062378132232	0.06760332345084541	0.2778488283362233	0.005699636698924051	0.006802060084587108	0.0711309251506774	0.012303295938887049	0.02565544414977087	0.060293846598388726	0.007580391840729893	0.011964496958939808	0.007647638372410552	0.011101466618380287	0.007751821528704624	0.005832895882545893	0.01588898850879466	0.07664573326866318	0.44635580832539223	1.0	0.006189976364995895	0.07652959547955568	0.060419023554957464	0.04979674903867016	0.010011823405064088	0.13504718287048367	0.0	0.0	0.011366011053869578	0.0	0.007861616181208932	0.029243976682757102	0.05082609913308109
régions	0.0	0.07282370128266845	0.0887235755116034	0.05355138452551254	0.02039656553811303	0.01809570974454226	0.019305060192302	0.03402795227212932	0.003876038869187091	0.0032061617515340072	0.0719572775613264	0.040504785477543936	0.021226152177628244	0.04483815594378617	0.005573539451587786	0.12379811998704299	0.008235414342320717	0.10850169583595927	0.0665325326905072	0.06861944382291718	0.021742826761104048	0.012975569484037067	0.006378905674633877	0.03973886565372349	0.01316971804136136	0.06072775777308945	0.001912326436052967	0.0	0.01182753586251662	0.040573379988633335	0.06636537208000351	0.013089824923520598	0.04734070718040858	0.01910425649424669	0.04385375505209748	0.020016627360422118	0.07076087450870595	0.08952837171520911	0.08550729531045456	0.10580249826816068	0.14603200210203612	0.10266441708094037	0.06571352931021278	0.14783993677419574	0.025610210060077934	0.07065376057177887	0.011113526651712766	0.006189976364995895	1.0	0.07260949145470917	0.046164078616296074	0.017843184703172737	0.019050943965082782	0.06599839323421865	0.0	0.06299367491131182	0.06851672024128219	0.024802854157414005	0.020772242348118575	0.06148005643075437	0.04500747115531613
santé	0.005978800882269977	0.06112167836962644	0.11649916951662681	0.19334038253655952	0.22351640448688304	0.047108037139852114	0.1005902241909829	0.25171510302457134	0.12331405032037265	0.14371891938905984	0.11168442589631816	0.13175595693320966	0.1535574820994944	0.19303051454223646	0.03205893955167174	0.12859153156726952	0.07086654848707931	0.12356272990500021	0.08834850708038561	0.23503136620202958	0.11274288151280834	0.15596211893866235	0.07000887336641756	0.09025644262015334	0.1084038355860324	0.057861096911312124	0.021240763867496504	0.01930385782452281	0.11398441500031885	0.19790293287562585	0.20959870832326385	0.14307686471619196	0.08034542908417841	0.07264218600078172	0.16695614496043235	0.08107540074300557	0.06366215070589985	0.3271747370733026	0.09022391260320577	0.09310397063016351	0.14079671875004715	0.11584238018892667	0.17194234686501747	0.1471822478815852	0.17981937250853633	0.18487906902133316	0.15407536845059988	0.07652959547955568	0.07260949145470917	1.0	0.17744450902989534	0.1709175591096294	0.049575877477332324	0.1705110555666967	0.0	0.11093200118551642	0.1268391776793284	0.03183211525003373	0.0192269429178224	0.10330840866305117	0.2150897499294878
